RK,TIERS,PLAYER NAME,TEAM,POS,BYE WEEK,UPSIDE,BUST,SOS SEASON,ECR VS. ADP,Provider Added
725,13,Sanitized QB Player 725,FA,QB182,10,,4,1,5,metadata-725
726,13,Sanitized RB Player 726,FA,RB182,11,1,5,2,6,metadata-726
727,13,Sanitized WR Player 727,FA,WR182,12,2,6,3,7,metadata-727
728,13,Sanitized TE Player 728,FA,TE182,13,3,,,8,metadata-728
729,13,Sanitized QB Player 729,FA,QB183,14,4,1,1,,metadata-729
730,13,Sanitized RB Player 730,FA,RB183,5,,2,2,1,metadata-730
731,13,Sanitized WR Player 731,FA,WR183,6,1,3,3,2,metadata-731
732,13,Sanitized TE Player 732,FA,TE183,7,2,4,,3,metadata-732
733,13,Sanitized QB Player 733,FA,QB184,8,3,5,1,4,metadata-733
734,13,Sanitized RB Player 734,FA,RB184,9,4,6,2,5,metadata-734
735,13,Sanitized WR Player 735,FA,WR184,10,,,3,6,metadata-735
736,13,Sanitized TE Player 736,FA,TE184,11,1,1,,7,metadata-736
737,13,Sanitized QB Player 737,FA,QB185,12,2,2,1,8,metadata-737
738,13,Sanitized RB Player 738,FA,RB185,13,3,3,2,,metadata-738
739,13,Sanitized WR Player 739,FA,WR185,14,4,4,3,1,metadata-739
740,13,Sanitized TE Player 740,FA,TE185,5,,5,,2,metadata-740
741,13,Sanitized QB Player 741,FA,QB186,6,1,6,1,3,metadata-741
742,13,Sanitized RB Player 742,FA,RB186,7,2,,2,4,metadata-742
743,13,Sanitized WR Player 743,FA,WR186,8,3,1,3,5,metadata-743
744,13,Sanitized TE Player 744,FA,TE186,9,4,2,,6,metadata-744
745,13,Sanitized QB Player 745,FA,QB187,10,,3,1,7,metadata-745
746,13,Sanitized RB Player 746,FA,RB187,11,1,4,2,8,metadata-746
747,13,Sanitized WR Player 747,FA,WR187,12,2,5,3,,metadata-747
748,13,Sanitized TE Player 748,FA,TE187,13,3,6,,1,metadata-748
749,13,Sanitized QB Player 749,FA,QB188,14,4,,1,2,metadata-749
750,13,Sanitized RB Player 750,FA,RB188,5,,1,2,3,metadata-750
751,13,Sanitized WR Player 751,FA,WR188,6,1,2,3,4,metadata-751
752,13,Sanitized TE Player 752,FA,TE188,7,2,3,,5,metadata-752
753,13,Sanitized QB Player 753,FA,QB189,8,3,4,1,6,metadata-753
754,13,Sanitized RB Player 754,FA,RB189,9,4,5,2,7,metadata-754
755,13,Sanitized WR Player 755,FA,WR189,10,,6,3,8,metadata-755
756,13,Sanitized TE Player 756,FA,TE189,11,1,,,,metadata-756
757,13,Sanitized QB Player 757,FA,QB190,12,2,1,1,1,metadata-757
758,13,Sanitized RB Player 758,FA,RB190,13,3,2,2,2,metadata-758
759,13,Sanitized WR Player 759,FA,WR190,14,4,3,3,3,metadata-759
760,13,Sanitized TE Player 760,FA,TE190,5,,4,,4,metadata-760
761,13,Sanitized QB Player 761,FA,QB191,6,1,5,1,5,metadata-761
762,13,Sanitized RB Player 762,FA,RB191,7,2,6,2,6,metadata-762
763,13,Sanitized WR Player 763,FA,WR191,8,3,,3,7,metadata-763
764,13,Sanitized TE Player 764,FA,TE191,9,4,1,,8,metadata-764
765,13,Sanitized QB Player 765,FA,QB192,10,,2,1,,metadata-765
766,13,Sanitized RB Player 766,FA,RB192,11,1,3,2,1,metadata-766
767,13,Sanitized WR Player 767,FA,WR192,12,2,4,3,2,metadata-767
768,13,Sanitized TE Player 768,FA,TE192,13,3,5,,3,metadata-768
769,13,Sanitized QB Player 769,FA,QB193,14,4,6,1,4,metadata-769
770,13,Sanitized RB Player 770,FA,RB193,5,,,2,5,metadata-770
771,13,Sanitized WR Player 771,FA,WR193,6,1,1,3,6,metadata-771
772,13,Sanitized TE Player 772,FA,TE193,7,2,2,,7,metadata-772
773,13,Sanitized QB Player 773,FA,QB194,8,3,3,1,8,metadata-773
774,13,Sanitized RB Player 774,FA,RB194,9,4,4,2,,metadata-774
775,13,Sanitized WR Player 775,FA,WR194,10,,5,3,1,metadata-775
776,13,Sanitized TE Player 776,FA,TE194,11,1,6,,2,metadata-776
777,13,Sanitized QB Player 777,FA,QB195,12,2,,1,3,metadata-777
778,13,Sanitized RB Player 778,FA,RB195,13,3,1,2,4,metadata-778
779,13,Sanitized WR Player 779,FA,WR195,14,4,2,3,5,metadata-779
780,13,Sanitized TE Player 780,FA,TE195,5,,3,,6,metadata-780
781,14,Sanitized QB Player 781,FA,QB196,6,1,4,1,7,metadata-781
782,14,Sanitized RB Player 782,FA,RB196,7,2,5,2,8,metadata-782
783,14,Sanitized WR Player 783,FA,WR196,8,3,6,3,,metadata-783
784,14,Sanitized TE Player 784,FA,TE196,9,4,,,1,metadata-784
785,14,Sanitized QB Player 785,FA,QB197,10,,1,1,2,metadata-785
786,14,Sanitized RB Player 786,FA,RB197,11,1,2,2,3,metadata-786
787,14,Sanitized WR Player 787,FA,WR197,12,2,3,3,4,metadata-787
788,14,Sanitized TE Player 788,FA,TE197,13,3,4,,5,metadata-788
789,14,Sanitized QB Player 789,FA,QB198,14,4,5,1,6,metadata-789
790,14,Sanitized RB Player 790,FA,RB198,5,,6,2,7,metadata-790
791,14,Sanitized WR Player 791,FA,WR198,6,1,,3,8,metadata-791
792,14,Sanitized TE Player 792,FA,TE198,7,2,1,,,metadata-792
793,14,Sanitized QB Player 793,FA,QB199,8,3,2,1,1,metadata-793
794,14,Sanitized RB Player 794,FA,RB199,9,4,3,2,2,metadata-794
795,14,Sanitized WR Player 795,FA,WR199,10,,4,3,3,metadata-795
796,14,Sanitized TE Player 796,FA,TE199,11,1,5,,4,metadata-796
797,14,Sanitized QB Player 797,FA,QB200,12,2,6,1,5,metadata-797
798,14,Sanitized RB Player 798,FA,RB200,13,3,,2,6,metadata-798
799,14,Sanitized WR Player 799,FA,WR200,14,4,1,3,7,metadata-799
800,14,Sanitized TE Player 800,FA,TE200,5,,2,,8,metadata-800
801,14,Sanitized QB Player 801,FA,QB201,6,1,3,1,,metadata-801
802,14,Sanitized RB Player 802,FA,RB201,7,2,4,2,1,metadata-802
803,14,Sanitized WR Player 803,FA,WR201,8,3,5,3,2,metadata-803
804,14,Sanitized TE Player 804,FA,TE201,9,4,6,,3,metadata-804
805,14,Sanitized QB Player 805,FA,QB202,10,,,1,4,metadata-805
806,14,Sanitized RB Player 806,FA,RB202,11,1,1,2,5,metadata-806
807,14,Sanitized WR Player 807,FA,WR202,12,2,2,3,6,metadata-807
808,14,Sanitized TE Player 808,FA,TE202,13,3,3,,7,metadata-808
809,14,Sanitized QB Player 809,FA,QB203,14,4,4,1,8,metadata-809
810,14,Sanitized RB Player 810,FA,RB203,5,,5,2,,metadata-810
811,14,Sanitized WR Player 811,FA,WR203,6,1,6,3,1,metadata-811
812,14,Sanitized TE Player 812,FA,TE203,7,2,,,2,metadata-812
813,14,Sanitized QB Player 813,FA,QB204,8,3,1,1,3,metadata-813
814,14,Sanitized RB Player 814,FA,RB204,9,4,2,2,4,metadata-814
815,14,Sanitized WR Player 815,FA,WR204,10,,3,3,5,metadata-815
816,14,Sanitized TE Player 816,FA,TE204,11,1,4,,6,metadata-816
817,14,Sanitized QB Player 817,FA,QB205,12,2,5,1,7,metadata-817
818,14,Sanitized RB Player 818,FA,RB205,13,3,6,2,8,metadata-818
819,14,Sanitized WR Player 819,FA,WR205,14,4,,3,,metadata-819
820,14,Sanitized TE Player 820,FA,TE205,5,,1,,1,metadata-820
821,14,Sanitized QB Player 821,FA,QB206,6,1,2,1,2,metadata-821
822,14,Sanitized RB Player 822,FA,RB206,7,2,3,2,3,metadata-822
823,14,Sanitized WR Player 823,FA,WR206,8,3,4,3,4,metadata-823
824,14,Sanitized TE Player 824,FA,TE206,9,4,5,,5,metadata-824
825,14,Sanitized QB Player 825,FA,QB207,10,,6,1,6,metadata-825
826,14,Sanitized RB Player 826,FA,RB207,11,1,,2,7,metadata-826
827,14,Sanitized WR Player 827,FA,WR207,12,2,1,3,8,metadata-827
828,14,Sanitized TE Player 828,FA,TE207,13,3,2,,,metadata-828
829,14,Sanitized QB Player 829,FA,QB208,14,4,3,1,1,metadata-829
830,14,Sanitized RB Player 830,FA,RB208,5,,4,2,2,metadata-830
831,14,Sanitized WR Player 831,FA,WR208,6,1,5,3,3,metadata-831
832,14,Sanitized TE Player 832,FA,TE208,7,2,6,,4,metadata-832
833,14,Sanitized QB Player 833,FA,QB209,8,3,,1,5,metadata-833
834,14,Sanitized RB Player 834,FA,RB209,9,4,1,2,6,metadata-834
835,14,Sanitized WR Player 835,FA,WR209,10,,2,3,7,metadata-835
836,14,Sanitized TE Player 836,FA,TE209,11,1,3,,8,metadata-836
837,14,Sanitized QB Player 837,FA,QB210,12,2,4,1,,metadata-837
838,14,Sanitized RB Player 838,FA,RB210,13,3,5,2,1,metadata-838
839,14,Sanitized WR Player 839,FA,WR210,14,4,6,3,2,metadata-839
840,14,Sanitized TE Player 840,FA,TE210,5,,,,3,metadata-840
841,15,Sanitized QB Player 841,FA,QB211,6,1,1,1,4,metadata-841
842,15,Sanitized RB Player 842,FA,RB211,7,2,2,2,5,metadata-842
843,15,Sanitized WR Player 843,FA,WR211,8,3,3,3,6,metadata-843
844,15,Sanitized TE Player 844,FA,TE211,9,4,4,,7,metadata-844
845,15,Sanitized QB Player 845,FA,QB212,10,,5,1,8,metadata-845
846,15,Sanitized RB Player 846,FA,RB212,11,1,6,2,,metadata-846
847,15,Sanitized WR Player 847,FA,WR212,12,2,,3,1,metadata-847
848,15,Sanitized TE Player 848,FA,TE212,13,3,1,,2,metadata-848
849,15,Sanitized QB Player 849,FA,QB213,14,4,2,1,3,metadata-849
850,15,Sanitized RB Player 850,FA,RB213,5,,3,2,4,metadata-850
851,15,Sanitized WR Player 851,FA,WR213,6,1,4,3,5,metadata-851
852,15,Sanitized TE Player 852,FA,TE213,7,2,5,,6,metadata-852
853,15,Sanitized QB Player 853,FA,QB214,8,3,6,1,7,metadata-853
854,15,Sanitized RB Player 854,FA,RB214,9,4,,2,8,metadata-854
855,15,Sanitized WR Player 855,FA,WR214,10,,1,3,,metadata-855
856,15,Sanitized TE Player 856,FA,TE214,11,1,2,,1,metadata-856
857,15,Sanitized QB Player 857,FA,QB215,12,2,3,1,2,metadata-857
858,15,Sanitized RB Player 858,FA,RB215,13,3,4,2,3,metadata-858
859,15,Sanitized WR Player 859,FA,WR215,14,4,5,3,4,metadata-859
860,15,Sanitized TE Player 860,FA,TE215,5,,6,,5,metadata-860
861,15,Sanitized QB Player 861,FA,QB216,6,1,,1,6,metadata-861
862,15,Sanitized RB Player 862,FA,RB216,7,2,1,2,7,metadata-862
863,15,Sanitized WR Player 863,FA,WR216,8,3,2,3,8,metadata-863
864,15,Sanitized TE Player 864,FA,TE216,9,4,3,,,metadata-864
865,15,Sanitized QB Player 865,FA,QB217,10,,4,1,1,metadata-865
866,15,Sanitized RB Player 866,FA,RB217,11,1,5,2,2,metadata-866
867,15,Sanitized WR Player 867,FA,WR217,12,2,6,3,3,metadata-867
868,15,Sanitized TE Player 868,FA,TE217,13,3,,,4,metadata-868
869,15,Sanitized QB Player 869,FA,QB218,14,4,1,1,5,metadata-869
870,15,Sanitized RB Player 870,FA,RB218,5,,2,2,6,metadata-870
871,15,Sanitized WR Player 871,FA,WR218,6,1,3,3,7,metadata-871
872,15,Sanitized TE Player 872,FA,TE218,7,2,4,,8,metadata-872
873,15,Sanitized QB Player 873,FA,QB219,8,3,5,1,,metadata-873
874,15,Sanitized RB Player 874,FA,RB219,9,4,6,2,1,metadata-874
875,15,Sanitized WR Player 875,FA,WR219,10,,,3,2,metadata-875
876,15,Sanitized TE Player 876,FA,TE219,11,1,1,,3,metadata-876
877,15,Sanitized QB Player 877,FA,QB220,12,2,2,1,4,metadata-877
878,15,Sanitized RB Player 878,FA,RB220,13,3,3,2,5,metadata-878
879,15,Sanitized WR Player 879,FA,WR220,14,4,4,3,6,metadata-879
880,15,Sanitized TE Player 880,FA,TE220,5,,5,,7,metadata-880
881,15,Sanitized QB Player 881,FA,QB221,6,1,6,1,8,metadata-881
882,15,Sanitized RB Player 882,FA,RB221,7,2,,2,,metadata-882
